ds,yhat,yhat_lower,yhat_upper
2015-04-23,233.093932916406,-521.804667879825,1051.8961707609
2015-04-25,203.850923774579,-625.092843139551,1002.9876772867
2015-04-26,191.64649506088,-638.813911386131,953.593420689187
2015-04-28,189.253847091949,-587.116695397344,952.28737186484
2015-04-29,222.637413656236,-593.015050032735,1038.88851402005
2015-04-30,232.688406160467,-561.997547413408,1008.52931704073
2015-05-02,203.398755990657,-674.491115990393,981.232435773114
2015-05-03,191.347528917067,-644.91703551289,1022.72870862511
2015-05-04,187.211514722949,-596.325107994933,951.613620306734
2015-05-05,189.712972899236,-582.914855259189,1028.33148309146
2015-05-06,223.717245061585,-598.847026774565,1015.51892596722
2015-05-07,234.547229821142,-550.3527259201,1040.63357324312
2015-05-08,191.170400416118,-622.826231624793,984.742659660354
2015-05-09,207.23639432442,-611.21465219855,987.954757514769
2015-05-10,196.341183299669,-683.133468045324,1006.34829146073
2015-05-11,193.433677157258,-534.427770175069,993.964917810192
2015-05-12,197.2018266038,-580.803724591886,1027.96511438884
2015-05-13,232.473866794732,-572.522963904489,1037.30415536621
2015-05-14,244.53413181804,-557.053811740908,1047.5625846953
2015-05-16,219.418018627462,-584.35447592488,1062.26995212915
2015-05-17,209.4149832537,-550.015876400613,1028.79262349152
2015-05-18,207.22010247574,-600.659406293627,1046.24637595029
2015-05-19,211.494959734165,-570.402024716227,990.403467107674
2015-05-20,247.047073138869,-580.178200931331,1043.07774713353
2015-05-21,259.146394567743,-534.394270815836,1062.77980103805
2015-05-22,216.7141642722,-516.755055800658,996.540532356219
2015-05-23,233.362094095147,-515.141194571889,1046.42353251543
2015-05-24,222.657840278851,-616.631318597344,1089.86842992376
2015-05-25,219.532581700078,-594.00270094299,1029.24340475282
2015-05-26,222.667742309273,-547.024343101149,1018.27877326702
2015-05-27,256.896484558152,-632.494391775276,1042.00361679918
2015-05-28,267.519401022791,-548.884043607938,1063.25374171541
2015-05-30,238.464864451241,-523.862680761024,1036.88145164947
2015-05-31,226.043858525485,-593.690783847622,975.473078569306
2015-06-01,221.200605694601,-585.231885800849,992.756504884259
2015-06-02,222.655945567111,-582.694602036137,1043.19500588598
2015-06-03,255.280656983613,-548.307464760462,1115.03378379266
2015-06-04,264.41003765088,-537.688542498296,1083.30857289366
2015-06-06,232.818262567357,-531.661708743852,1015.70980661353
2015-06-07,219.400030842248,-538.581717464414,1026.57386661546
2015-06-08,213.761757383854,-520.979792502639,987.957212627896
2015-06-09,214.632358913002,-602.190544664843,983.290175031494
2015-06-10,246.884193637081,-575.504369139745,1037.87352476826
2015-06-13,224.495799467688,-554.147822999253,1011.13886908039
2015-06-14,211.445042166806,-621.144020241676,1043.42861850803
2015-06-15,206.306276744634,-595.39117817116,973.005301898057
2015-06-16,207.779381362353,-605.29923351458,1054.37046930525
2015-06-17,240.705467790128,-583.583190601847,1087.23716566361
2015-06-18,250.382641824302,-531.428470456325,1127.61871849983
2015-06-20,220.447978515432,-602.370189947062,974.804867455784
2015-06-21,208.040644967035,-559.718187523494,1035.10418817622
2015-06-22,203.466384088462,-582.521914960134,989.298864956095
2015-06-23,205.353476344819,-593.066619197563,1088.82982254123
2015-06-24,238.576075550068,-590.15165710016,1015.1272901873
2015-06-25,248.420845766351,-506.995865438304,1051.77415871588
2015-06-27,218.418168867708,-591.683347518909,1043.33537943711
2015-06-28,205.782076312753,-545.664181702281,981.551685480902
2015-06-29,200.863654640647,-601.943579237052,994.196311780882
2015-06-30,202.358824156662,-578.874174063589,967.67668249962
2015-07-01,235.114453249476,-568.168706082583,1062.84763913392
2015-07-02,244.443962810497,-568.929113382379,1040.8175580519
2015-07-04,213.388210099224,-627.904100947655,999.217330956249
2015-07-05,200.280025815518,-573.758177283743,1011.44807614382
2015-07-06,194.970450549358,-639.563819464465,989.995215284468
2015-07-07,196.187785508468,-564.848012168848,1020.03768981212
2015-07-08,228.809038734658,-572.900075040271,1035.08910422904
2015-07-09,238.174453124815,-514.42128427591,1083.97406867076
2015-07-11,207.786245608396,-584.740442976672,1020.07014725572
2015-07-12,195.338494968859,-680.315018805765,933.815565731165
2015-07-13,190.915950338588,-626.289592196114,992.963463734679
2015-07-14,193.245114732737,-571.042071372045,999.831270723583
2015-07-15,227.194233595628,-614.384255629321,1009.91605563543
2015-07-18,211.261617410465,-623.789085708973,1036.62087355936
2015-07-19,200.784958232359,-592.106849722954,990.312318474133
2015-07-20,198.410050428455,-609.032806341786,988.524445481371
2015-07-21,202.820801252097,-678.264740359517,1030.17166300245
2015-07-22,238.840189009686,-603.891358275424,1053.8291599651
2015-07-23,251.746023157272,-617.272620242539,1056.3061584149
2015-07-25,228.582970906509,-551.704535056828,1010.68660815243
2015-07-26,219.667626815118,-562.792721499341,986.295194101323
2015-07-27,218.619037211769,-577.444290885872,1029.11110338159
2015-07-28,224.085462606775,-574.729952672533,1056.85322362625
2015-07-30,274.196335922674,-500.754046365111,1119.29363003946
2015-08-01,250.863512025357,-535.458296082817,1098.24209221052
2015-08-02,241.338014222913,-608.943837732651,970.561971089165
2015-08-03,239.335940944147,-568.039948050103,1026.12537433012
2015-08-04,243.520597885704,-520.866578361225,1019.07899012078
2015-08-05,278.707521463105,-541.361244358183,990.016816292312
2015-08-06,290.18056255686,-516.512504047353,1031.68093495742
2015-08-08,262.441990905167,-607.444686843471,1080.91039512304
2015-08-09,250.461404445177,-467.937454524372,1080.45503408903
2015-08-11,247.473561160991,-572.332166076854,1137.36061330103
2015-08-12,280.048248165755,-553.020208908305,1100.23361404278
2015-08-15,256.447182754223,-509.514330897913,1097.38420870394
2015-08-16,242.34379926033,-519.857694475072,1144.93282741822
2015-08-17,235.888527516414,-579.79031684219,1056.41553857486
2015-08-19,267.05556649819,-570.648183219935,1077.27999272084
2015-08-20,274.925298190394,-488.561391250324,1070.23223530141
2015-08-22,241.283626483075,-532.005585475093,1032.37705680648
2015-08-23,227.094310132395,-526.738704243327,995.670823618803
2015-08-24,220.861117287425,-550.109061636712,1041.79857269545
2015-08-25,221.314165132433,-619.555431835419,954.667827446354
2015-08-26,253.32424441859,-509.200457247459,1057.72452417974
2015-08-27,262.217900831791,-494.165149236354,1030.27935235662
2015-08-29,231.217223590876,-562.163267281985,1017.08013801943
2015-08-30,218.535555413282,-594.39410501755,1063.67394467323
2015-08-31,213.907811971459,-597.393869601668,1001.59182214479
2015-09-01,216.025033277272,-635.447346612876,1013.11501603522
2015-09-02,249.719711359286,-582.843855936519,1091.285769896
2015-09-03,260.281823124898,-554.500935881814,1045.97891926773
2015-09-05,232.437090463722,-578.014577762584,1054.00677445746
2015-09-06,221.222264462195,-559.914424624558,1066.65439177221
2015-09-07,217.931843657054,-584.679897332564,1056.87796336023
2015-09-08,221.239531488484,-618.30328295909,1004.30927327957
2015-09-09,255.96548510728,-589.406256693225,1074.03656234351
2015-09-10,267.392376546152,-506.023703870872,1125.28520177895
2015-09-11,224.453764189952,-599.728428332582,1010.12020768078
2015-09-12,240.772767020592,-538.513465083358,1023.32822339176
2015-09-13,229.927022923155,-606.996431210468,1034.49885120222
2015-09-14,226.855767457117,-534.995122590544,994.799663687187
2015-09-15,230.246091994045,-593.914055932571,1038.72707050333
2015-09-16,264.934027017525,-557.469438837228,1037.50131952798
2015-09-17,276.219895045705,-475.904157563321,1130.40004411395
2015-09-19,249.084351566214,-569.458556551394,1029.58453670051
2015-09-20,237.901386272937,-565.583696737291,1066.89059231579
2015-09-21,234.46395006275,-586.871450163597,1025.73817398972
2015-09-22,237.475215347689,-564.519181418981,1046.81821431417
2015-09-23,271.785239040774,-512.28656557994,1138.54290036891
2015-09-24,282.705938475547,-461.948257464586,1113.13723835119
2015-09-25,239.198470720678,-577.187870521739,1085.47812184604
2015-09-26,254.911038295301,-536.654584254637,1027.59919564414
2015-09-27,243.443127984219,-546.1495426487,1025.98747468183
2015-09-28,239.752038712152,-533.373496320956,1054.00108033045
2015-09-29,242.538770525363,-503.588393585086,984.824241302684
2015-09-30,276.648926887673,-517.105529458952,1085.74132725868
2015-10-01,287.388074330158,-603.248510756366,1053.94947262847
2015-10-02,243.709573610789,-497.900568638161,998.423453755059
2015-10-03,259.252886268045,-522.491729885727,1057.0150747713
2015-10-04,247.608342632284,-599.417116518814,1077.59915725958
2015-10-05,243.724205824131,-539.135561170915,1024.69966500529
2015-10-06,246.29308233822,-563.096923014469,1062.8177825883
2015-10-07,280.153310698053,-508.945691258995,1095.23945103083
2015-10-08,290.604752967415,-542.051428882203,1114.54075374452
2015-10-09,246.596986162135,-595.323246252275,1078.5014332365
2015-10-10,261.76788307658,-573.433464625302,1003.55133220192
2015-10-11,249.695270339406,-527.578558894189,1048.16322336546
2015-10-12,245.343926466732,-582.60697402661,1048.14523597381
2015-10-13,247.412095564626,-584.751820051833,1088.03904555099
2015-10-14,280.746020092041,-505.570713926953,1094.66760288795
2015-10-15,290.655486336626,-484.031077775172,1082.24427704544
2015-10-16,246.10167526608,-576.916133661353,1090.45657240812
2015-10-17,260.735320384053,-511.801878114377,1097.0110212678
2015-10-18,248.161162871046,-547.38551617611,1079.80224645237
2015-10-19,243.344549113625,-568.492225343997,1060.17450331795
2015-10-20,244.997237793716,-552.627918235503,1000.46434676234
2015-10-21,277.978070048305,-539.406614977662,1114.55052528284
2015-10-22,287.607954194195,-506.784166419958,1075.04211463188
2015-10-24,257.383173020727,-502.571774966077,1081.15202730834
2015-10-25,244.794435231001,-542.621204468689,1029.82315683184
2015-10-26,240.056973124969,-590.24848649792,983.574257703943
2015-10-27,241.879855349435,-578.169297703886,1086.78270274316
2015-10-28,275.115827203501,-525.580269697655,1059.50848975184
2015-10-29,285.076352063383,-500.437121393647,1105.50361139261
2015-10-31,255.686056944231,-507.088051464884,1022.62265957416
2015-11-01,243.567798026996,-573.204069857699,1079.56275160295
2015-11-02,239.310541252058,-605.965499625969,994.613190552949
2015-11-03,241.602282089085,-588.958692169274,1060.64062906803
2015-11-04,275.274113163942,-530.715203042788,1072.38055674161
2015-11-05,285.616011920828,-537.98622782822,1013.33401753316
2015-11-07,256.744532411928,-556.163780824511,1070.10240407278
2015-11-08,244.728501421999,-611.422861756006,1039.46482018907
2015-11-09,240.44999800786,-557.374201569,1032.23472148929
2015-11-10,242.587552524906,-565.855411019493,1039.31827734123
2015-11-11,275.967066994387,-588.09494300201,1075.70991731254
2015-11-12,285.877990178533,-534.368240981591,1088.62994390417
2015-11-14,255.751099959599,-584.2028120444,1105.64882117586
2015-11-15,242.934319766193,-572.418841026387,1041.83592895374
2015-11-16,237.763469402278,-554.623036135316,977.075941975868
2015-11-17,238.940360049398,-499.525398854931,1039.73847154638
2015-11-18,271.317897487389,-498.2439327542,1112.9130066648
2015-11-19,280.215549723505,-506.621927866744,1110.13469384551
2015-11-20,234.606772876539,-581.546328749266,1028.69928828275
2015-11-21,248.157738166005,-522.684230374198,1031.73023093459
2015-11-22,234.490674800383,-590.803681925679,1029.46782185031
2015-11-23,228.590358311142,-618.597900245967,1018.66153908191
2015-11-24,229.189479170591,-606.491112373026,1011.30169856631
2015-11-25,261.1688219855,-502.229933545923,1053.05462789071
2015-11-26,269.871717183681,-567.663811318432,1046.96060079599
2015-11-27,224.290804500615,-565.109436838622,1064.70120432692
2015-11-28,238.105143880532,-604.034445669435,1059.84878161294
2015-11-29,224.943697247049,-597.588480848936,1046.21077869735
2015-11-30,219.791057589495,-551.275751023313,1022.39786164556
2015-12-01,221.372521094363,-551.661001737061,1047.92131234526
2015-12-02,254.554180707817,-579.201934711191,1064.23025297528
2015-12-03,264.657513041502,-556.837555747811,1078.73057054446
2015-12-04,220.646501432484,-622.814003293734,973.826627118284
2015-12-05,236.165327510435,-565.436923818568,1053.65311493889
2015-12-06,224.802644603972,-548.265396511728,1004.71691130265
2015-12-07,221.498292569195,-569.078674012788,996.677313447668
2015-12-08,224.929526493752,-578.235994920248,1049.23398223856
2015-12-09,259.912408500816,-541.399859905966,1067.57257856757
2015-12-10,271.717800235222,-508.097060019609,1058.63622614093
2015-12-12,246.135736762381,-532.657167924834,1132.86782576949
2015-12-13,235.890325349615,-559.863226118822,983.382531004
2015-12-14,233.425406215808,-655.228137117255,1088.07116509953
2015-12-15,237.386689493282,-559.866895253209,1059.09751072904
2015-12-16,272.566475257695,-598.270003368031,1038.24195607693
2015-12-17,284.22062660103,-529.57460798816,1114.83490462765
2015-12-19,257.279769418157,-616.381866548816,1034.39348424469
2015-12-20,245.846164648704,-547.689412032812,1083.82895030404
2015-12-21,241.88379991791,-550.538970814368,997.582542057925
2015-12-22,244.073236723357,-562.325684704137,1057.82930776278
2015-12-23,277.250814623344,-539.958187425024,1092.50261483526
2015-12-24,286.724682430299,-481.678648632849,1119.17020090016
2015-12-26,255.13189343198,-537.728106360147,1046.12363198044
2015-12-27,241.360352371803,-482.755538533719,1069.19403836011
2015-12-28,235.145915115463,-586.314505878162,1011.03717124919
2015-12-29,235.240175211777,-558.508082300475,1030.82707168652
2015-12-30,266.548612002256,-565.930178195051,1019.71589910691
2015-12-31,274.444584071933,-495.256948996855,1097.76485750049
2016-01-02,240.799055748044,-617.240570000215,975.804501359037
2016-01-03,226.646041457068,-624.973950629941,1089.39701075027
2016-01-04,220.52483418795,-573.08114774468,1013.21369787673
2016-01-05,221.205469891382,-530.109352899975,1017.5313728655
2016-01-06,253.598530668764,-533.928226134651,1118.92535140349
2016-01-09,233.932454601991,-522.47944183349,1033.23368611949
2016-01-10,222.626745781803,-597.481065199498,1051.64719360916
2016-01-12,223.748811372153,-597.13951385239,996.29041354171
2016-01-13,259.696958915437,-461.923876085033,1099.20273759149
2016-01-17,242.554367939079,-555.425424251764,1059.3152323477
2016-01-19,248.940268447921,-596.397574727282,1079.68634218488
2016-01-23,279.480741744354,-484.69783418745,1062.26161607449
2016-01-24,270.476498445472,-591.567283380403,1044.77609923799
2016-01-26,272.723487116583,-545.939541523474,1089.16911912998
2016-01-27,307.328805170442,-462.754436440763,1096.73526962063
2016-01-28,317.738154405266,-460.944951332897,1126.99117532073
2016-01-30,286.259570341571,-473.080733404097,1103.26678390397
2016-01-31,271.546946779621,-510.75892872285,1105.45949674049
2016-02-03,289.428525111012,-514.843842701296,1217.27570374274
2016-02-06,249.436049811553,-625.078673257793,1058.88083297509
2016-02-07,229.093207022127,-588.522026595004,1000.31480257626
2016-02-08,216.151286677052,-568.6595770636,995.049697783149
2016-02-09,209.458782034888,-691.25675130817,1029.04251259031
2016-02-10,234.019975335852,-576.613943173309,1057.5585331724
2016-02-14,169.46677561238,-671.640100843407,946.576245078622
2016-02-15,158.221510603619,-638.788347988572,959.53163159021
2016-02-16,154.353976911841,-626.2455871802,1017.93171514834
2016-02-18,189.103026599697,-632.449491018145,1004.91935392188
2016-02-20,155.820359803075,-634.620899547436,993.476072137985
2016-02-21,143.635595544296,-649.527989312776,931.851667428497
2016-02-22,140.614798784831,-690.231579426484,887.474948465172
2016-02-23,145.455543545519,-660.050131267164,945.933351438069
2016-02-25,198.429368100289,-618.065920949005,985.191212630538
2016-02-27,183.317762163143,-576.823478438057,1022.94725724018
2016-02-28,179.771048137913,-574.733602056845,978.151993084254
2016-03-01,197.161604716028,-583.775866394246,1010.36318500755
2016-03-02,241.322058912567,-547.102508826216,1050.05875283298
2016-03-05,255.58966100306,-511.906644745225,1086.26163611913
2016-03-06,254.409859980173,-557.781231384204,1004.10909586937
2016-03-07,260.65761697817,-505.910128413247,1052.70464466068
2016-03-08,272.865034396697,-529.541282397959,1035.48568853471
2016-03-09,315.722217627862,-494.255614353904,1087.51397422863
2016-03-10,334.395571821208,-495.536447188909,1144.71697185117
2016-03-12,319.229816501866,-487.483832261967,1115.9892191615
2016-03-13,312.443747481116,-546.383500089179,1100.35212720708
2016-03-14,312.254129535866,-495.852544589729,1126.7223807836
2016-03-15,317.323052805741,-448.642435784156,1128.53186417552
2016-03-16,352.481666757576,-432.701658171375,1195.8829385725
2016-03-17,363.045236005736,-418.23630925712,1131.681459551
2016-03-19,331.040581913307,-429.042803437026,1086.72411281641
2016-03-20,315.831852954451,-523.198847029608,1166.3218906818
2016-03-21,307.414688640355,-550.141588999824,1066.60741299964
2016-03-22,304.589192906631,-429.676998995195,1146.90693982998
2016-03-23,332.313224913587,-513.990615675704,1146.81370003996
2016-03-24,336.01502801934,-468.013947879828,1180.11194639061
2016-03-26,292.376707257632,-464.990762722204,1105.57049797017
2016-03-27,272.537131203295,-508.362251819569,1062.31092213432
2016-03-28,260.342181261392,-575.726715313969,1051.77199734636
2016-03-29,254.614475984389,-495.614690934418,1088.74887979399
2016-03-30,280.323595498307,-511.137742023538,1083.24922013867
2016-03-31,282.874135152871,-510.280016416076,1020.96647254093
2016-04-02,239.377928106476,-588.908227293946,1015.16764125496
2016-04-04,210.353779773614,-604.216166308781,1009.29224415217
2016-04-05,207.015696851759,-625.938000365108,988.834840589112
2016-04-06,235.576553574619,-583.765905713213,1033.91657595199
2016-04-07,241.353770227503,-526.141142596923,1016.02878954744
2016-04-09,205.046133014974,-575.097198084023,1029.28864788264
2016-04-10,190.159870363501,-608.468884391346,1004.95720437245
2016-04-11,183.561495498865,-603.350323766666,1090.58979482362
2016-04-13,215.996797591919,-601.123396165707,985.907907198958
2016-04-14,225.082812264692,-574.132760940579,1059.94567701415
2016-04-16,194.543040909209,-627.208929642364,958.831558688785
2016-04-17,182.050066395407,-573.749374361467,944.954813978031
2016-04-18,177.494593531423,-597.977503938496,947.283508027597
2016-04-19,179.531193548864,-626.742784115299,935.923879099557
2016-04-20,212.966018393046,-622.433402077657,1004.96985429618
2016-04-21,223.073098017824,-639.067489647283,1071.07262245472
2016-04-22,178.78276362442,-558.653122898608,993.099127886615
2016-04-24,181.470089251467,-685.748855014288,1051.96303468265
2016-04-25,176.983288235524,-599.855636920779,1003.46485478513
2016-04-26,178.962467012441,-611.671301497658,1043.73631829914
2016-04-27,212.262527048763,-606.124146633175,1035.78714148816
2016-04-28,222.205177681838,-597.861808828286,1014.41402651674
2016-04-29,177.765748291967,-616.380086615922,986.599859847246
2016-04-30,192.610275986873,-660.969307208823,983.99287726977
2016-05-01,180.358900830597,-666.454839779729,979.921351762366
2016-05-02,175.99145334671,-644.250509264385,1034.88895860476
2016-05-03,178.232337707574,-654.317279152807,989.70728744631
2016-05-04,211.950395836675,-585.991656631104,1019.61529538566
2016-05-07,194.508956204359,-614.260704142264,1054.59227886761
2016-05-08,183.281043930706,-644.002700987798,980.91493984608
2016-05-09,180.046578932299,-632.766472333437,985.202682863519
2016-05-10,183.50092689001,-633.671162034483,967.587386442369
2016-05-11,218.479522442116,-616.450478261527,979.728559409751
2016-05-12,230.273437381541,-515.060898605168,1054.23587368438
2016-05-13,187.817535919217,-602.876742057605,995.440412372598
2016-05-14,204.729209036988,-638.780828495022,1001.84706000139
2016-05-15,194.573659677418,-593.034342813839,1035.37436423269
2016-05-16,192.271557009977,-607.310007730206,989.594548347572
2016-05-17,196.486092637317,-609.916731532724,939.010964543837
2016-05-18,232.025051593821,-550.323989539501,1064.45708078486
2016-05-20,201.801695158005,-644.4876520341,1046.48652311477
2016-05-21,218.566306846689,-585.257872869557,1083.00701618402
2016-05-22,208.014045551178,-581.951980084895,956.064384172232
2016-05-23,205.070371562897,-577.695643733435,1018.39953236656
2016-05-24,208.410201186077,-611.109822894989,1011.4989560443
2016-05-25,242.859603245679,-544.399914848319,1116.43451012889
2016-05-26,253.711710337448,-514.569128789688,1049.63222042465
2016-05-28,225.110852023646,-584.450360210922,986.737080074448
2016-05-29,212.899646185869,-547.011807831899,966.96325315551
2016-05-30,208.245788344658,-579.859358220218,978.029879672862
2016-05-31,209.864194318859,-575.70033195783,992.004257454101
2016-06-01,242.620615781823,-649.251715653803,1053.59789447879
2016-06-04,220.411799101581,-588.046922572073,1020.98724104452
2016-06-05,206.998554651772,-610.985880775325,997.768992751865
2016-06-07,202.124575721577,-592.447694622112,953.168329568763
2016-06-08,234.270194896085,-562.64120842769,1010.11245571796
2016-06-09,243.097210977209,-560.678058517679,1062.04390748003
2016-06-11,211.401468303165,-541.396516008675,992.288427564227
2016-06-12,198.154853716466,-570.750294009247,1007.18228686986
2016-06-13,192.812429251631,-573.17930279815,1041.73346894412
2016-06-14,194.080274518536,-629.215007198102,981.585099775193
2016-06-15,226.805509549074,-624.581347668536,999.339581830935
2016-06-16,236.291849337042,-595.666714123182,1097.41377052307
2016-06-18,206.024880994112,-595.910994333537,1014.64422554519
2016-06-19,193.483682178148,-592.624080292322,1027.48824994198
2016-06-20,188.800523624991,-659.453130953009,990.442391180884
2016-06-21,190.654810839509,-607.807620261545,1030.80929344017
2016-06-22,223.870870220801,-555.293786150968,1077.47918533526
2016-06-23,233.734286374879,-579.480766045167,1047.37047015211
2016-06-25,203.834599078364,-635.257596822933,989.552987030629
2016-06-26,191.275393045565,-638.48780912209,944.674429101729
2016-06-28,188.031791495075,-613.178191297291,960.664297998725
2016-06-29,220.878403020977,-520.947298027319,996.944155171511
2016-07-02,199.353748805861,-667.961541035658,1013.23321830287
2016-07-03,186.268395190484,-614.929799740925,949.612931699906
2016-07-04,180.950261500516,-558.265830190878,994.25738148284
2016-07-05,182.123195442964,-615.964060910385,1024.94857652708
2016-07-06,214.660710570928,-538.713743418453,1051.16268413523
2016-07-08,178.832154444056,-720.117112085375,986.66487281113
2016-07-09,193.132854950326,-557.294473643467,1051.66737358499
2016-07-10,180.432494715182,-700.69314345247,907.263715708003
2016-07-11,175.71866829075,-620.044619878523,958.412940829025
2016-07-12,177.721882086735,-591.873048285563,1035.64925928529
2016-07-13,211.31557560555,-545.675959154833,1057.65502547393
2016-07-14,221.830579427233,-591.344499362165,1028.53676338694
2016-07-16,194.206931820087,-651.287968210867,981.808356350054
2016-07-17,183.327909762092,-617.821301049983,1024.51819306248
2016-07-18,180.559801589745,-691.124214398108,965.848766659965
2016-07-19,184.595380025693,-652.070388249859,963.470307726363
2016-07-20,220.266331665709,-565.71040845028,1015.46808496362
2016-07-23,209.204031152262,-566.639221083008,971.009218958386
2016-07-24,200.123054349811,-549.297891502268,1036.59942325412
2016-07-25,198.968878970489,-573.112316358811,1053.77402239437
2016-07-26,204.393064138879,-540.718836266606,1021.87716513668
2016-07-27,241.190403170255,-595.582055351463,1087.74712730124
2016-07-30,231.650547153456,-609.853536491944,985.951108988213
2016-07-31,222.397683344851,-520.17852505235,1038.57709408638
2016-08-01,220.720615939463,-562.546778132615,992.434394896421
2016-08-02,225.276043971678,-594.207055586267,999.00942218035
2016-08-05,229.941982303701,-531.184881257424,1036.03694104853
2016-08-06,245.97365678467,-480.897622237717,1054.63315998624
2016-08-07,234.464109747733,-579.302561986373,1058.93466378322
2016-08-08,230.365679537088,-623.529337201162,1001.06032123841
2016-08-09,232.383434869739,-556.00948247242,1052.99960511664
2016-08-10,265.376007018622,-532.248669987277,1110.36609984878
2016-08-11,274.705077182893,-566.957742468579,1105.09867005573
